IndicatorCode,IndicatorName,Language,Category
NCD_SENSORYFUNCTION_VISION_EREC,Vision and eyecare: Effective refractive error coverage (eREC) (%),EN,NCD
MALARIA_1STLINE_TREATED,Number of malaria cases treated with any first  line tx courses (including artemisinin-based combination therapies (ACTs)),EN,MALARIA
RADON_Q503_1,Reference level for workplaces (Bq/m3),EN,RADON
HEMOGLOBINLEVEL_REPRODUCTIVEAGE_MEAN,Mean hemoglobin level of women of reproductive age (aged 15-49 years),EN,HEMOGLOBINLEVEL
HAZARD_DTH_LT5,"Deaths caused by hazards, aged less than 5 years",EN,HAZARD
TAXBEV_ADVALOREMBASE,Base for ad valorem excise tax on beverage,EN,TAXBEV
P_compl_p8,Compliance with smoke-free public transport law (score),EN,P
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",EN,NCD
CM_04,Number of deaths among children ages 5 to 9 years,EN,CM
NCD_CCS_PA_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of physical inactivity,EN,NCD
NCD_HYP_TREATMENT_C,"Hypertension treatment coverage among adults aged 30-79, crude",EN,NCD
E17c_csr_promo_others,Ban on entities other than tobacco companies/the tobacco industry publicizing the CSR activities of the tobacco companies/industry,EN,E17c
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),EN,DEATHADO
SCSUD_PSYCHPROGRESS,"Substance use disorders service coverage, psychosocial treatment services progress",EN,SCSUD
Yth_daily_tob_use,Prevalence of daily tobacco use among adolescents (%),EN,Yth
FOODBORNE_YLD_CASE_GE5,"Foodborne years lived with disability per case, aged 5 years and above",EN,FOODBORNE
DEVICES24,National authority responsible for regulating medical devices,EN,DEVICES24
R_afford_cat_2,Affordability of cigarettes: category of change over past 2 years,EN,R
Adult_nonsmoked_svy_title,Name of latest adult prevalence survey (nonsmoked),EN,Adult
NCD_CCS_PA_TAX,Existence of tax incentives to promote physical activity,EN,NCD
SCSUD_PHARM,"Substance use disorders service coverage, pharmacological treatment services",EN,SCSUD
vfull,Full immunization coverage among one-year-olds (%),EN,vfull
FINPROTECTION_IMP_P215_POP,"Population pushed further below the $2.15 a day poverty line by household health expenditures (%, national, rural, urban)",EN,FINPROTECTION
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,EN,NCDCCS
WCO_TOTALSTAFFCO_NUM,"Total number of staff in country offices, by region",EN,WCO
SCSUD_FINANCINGSUPPORT,"Substance use disorders service coverage, information on governmental support available",EN,SCSUD
NCD_CCS_LIS_AML_COMBO,General availability of Fixed dose combination avail (lisinopril + amlodipine) in the public health sector,EN,NCD
E_compl_e15,Compliance with ban on sponsorship (contributions and/or publicity of contributions) (score),EN,E
STI_TRICHOMONIASIS_INCIDENTCASES,Incident cases of trichomoniasis in individuals (in thousands),EN,STI
PHE_HHAIR_PROP_POP_POLLUTING_FUELS,Proportion of population with primary reliance on polluting fuels and technologies for cooking (%),EN,PHE
ORALHEALTH_NOMA,Oral health: Noma recognized as a national public health problem,EN,ORALHEALTH
R_admin_tax_stamps_cig,"Tobacco tax administration: Tax stamps, fiscal marks, banderole or other types of marking are applied on cigarettes",EN,R
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),EN,PHE
NCD_CCS_dilated_fundus,General availability of dilated fundus examination at the primary health care level,EN,NCD
STI_TRICHOMONIASIS_PREVALENCE_PER100,Prevalence of trichomoniasis in individuals (%),EN,STI
E_compl_e1,Compliance with ban on advertising on national television and radio (score),EN,E
ICD11_IMPL_LVL,ICD-11 implementation progress level,EN,ICD11
PRISON_B11_VACPREV_HEPB,In-prison vaccination for Hepatitis B,EN,PRISON
FOODBORNE_DALY_CASE_LT5,"Foodborne disability-adjusted life years per case, aged less than 5 years",EN,FOODBORNE
Yth_curr_tob_smoking,Prevalence of current tobacco smoking among adolescents (%),EN,Yth
WCO_PARTNERSDONORS_GROUPED_PER100,Partners and donors by groups (%),EN,WCO
SCSUD_MEDDF,"Substance use disorders service coverage, medicine included in drug formulary",EN,SCSUD
TAXBEV_SUGARCONTENT,Sugar-content of beverage per 100ml,EN,TAXBEV
R_admin_tax_stamps_other,"Tobacco tax administration: Tax stamps, fiscal marks, banderole or other types of marking are applied on other tobacco products",EN,R
NCD_CCS_DIAB_SVY,"Has conducted a recent, national adult risk factor survey covering raised blood glucose/diabetes",EN,NCD
PRISON_B3_DELIVHEALTHCARE,Agencies responsible for delivering prison healthcare,EN,PRISON
CCH_SURVEY_SURVEILLANCE_SYSTEM_EXISTS,Existence of an health surveillance system,EN,CCH
CHILDMORT_DEATHS_10TO14,Number of deaths among children ages 10 to 14 years,EN,CHILDMORT
NCD_CCS_ALC_SVY,"Has conducted a recent, national adult risk factor survey covering harmful alcohol use",EN,NCD
WHO_LOCATIONFACILITIES,Locations and facilities,EN,WHO
ORALHEALTH_DENTALAMALGAMPHASEDOWN,Measures to phase down the use of dental amalgam,EN,ORALHEALTH
HEPATITIS_HCV_DEATHS_NUM,Deaths caused by chronic hepatitis C (HCV) infection (number),EN,HEPATITIS
MALARIA_EST_MORTALITY,Estimated malaria mortality rate (per 100 000 population),EN,MALARIA
Yth_curr_tob_use,Prevalence of current tobacco use among adolescents (%),EN,Yth
R_admin_identifier_track_and_trace,Tobacco tax administration: Marking/unique identifier contains data for track and tracing purposes,EN,R
NCD_CCS_SALT_TARGET,Existence of a national target on salt,EN,NCD
NUTRITION_WH_2_NUM,"Wasting  among children under 5 years of age (weight-for-height <-2 SD), number (in thousands), survey-based estimates",EN,NUTRITION
PWID_PSE_NUM,People who inject drugs: Population size estimates (number),EN,PWID
WCO_PROGRAMBUDGET_PER100,Programme budget (%),EN,WCO
WCO_INTERGOVERNMENTALORGANIZATIONS_GROUPED_PER100,Collaboration with Intergovernmental Organizations by groups (%),EN,WCO
MH_26,Year the law was enacted (latest revision),EN,MH
MALARIA_RDT_POS,Number of malaria positive cases by rapid diagnostic test (RDT),EN,MALARIA
WSH_DOMESTIC_WASTE_SAFELY_TREATED,SDG 6.3.1 Proportion of safely treated domestic wastewater flows (%),EN,WSH
ASSISTIVETECH_Q05,Availability of government/registered services for assistive technology,EN,ASSISTIVETECH
R_Price_mp_estimate_usd,Most sold brand of cigarettes - price in US$ at official exchange rates,EN,R
FINPROTECTION_IMP_P190_LEVEL_MILLION,"Total population pushed further below the $1.90 a day poverty line by household health expenditures (millions, regional, global)",EN,FINPROTECTION
NTD_YAWSNUM_CONF,Number of confirmed yaws cases reported,EN,NTD
FINPROTECTION_IMP_NP365_POP,"Population pushed below the $3.65 a day poverty line by household health expenditures (%, national, rural, urban)",EN,FINPROTECTION
FINPROTECTION_IMP_P190_POP,"Population pushed further below the $1.90 a day poverty line by household health expenditures (%, national, rural, urban)",EN,FINPROTECTION
GASP_ISOLATESTESTED_NUMBER,Antimicrobial resistance or decreased susceptibiity (DS/R) to antimicrobials testing  in Neisseria gonorrhoea isolates (WHO-GASP) (number),EN,GASP
FOODBORNE_DTH_LT5,"Foodborne deaths, aged less than 5 years",EN,FOODBORNE
WCO_TYPEOFSTAFF_CO_PER100,"Type of staff in country office, according to WCO typology (%)",EN,WCO
SA_0000001807_AA,"Cancer, alcohol-attributable, age-standardized death rates, per 100,000 population",EN,SA
PRISON_B9_1_DENTISTS_RATIO,Dentists in prisons (FTEs per 1000 prisoners),EN,PRISON
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,EN,GLASSAMC
NCD_CCS_radio,General availability of radiotherapy in the public sector,EN,NCD
FOODBORNE_YLL_GE5,"Foodborne years of life lost, aged 5 years and above",EN,FOODBORNE
PRISON_B9_STAFF_RATIO,Healthcare staff in prisons (FTEs per 1000 prisoners),EN,PRISON
TOBACCO_MPOWER_R_TAXREVENUEPREVIOUS,"Tobacco Raise taxes: Annual tax revenues from tobacco products, previous reporting period",EN,TOBACCO
PRISON_B9_1_PHYSICIANS_RATIO,Physicians in prisons (FTEs per 1000 prisoners),EN,PRISON
NTD_YAWSNUM_SUSP,Number of suspected yaws cases reported,EN,NTD
NCD_CCS_DIAB_TARGET,Existence of a national target on diabetes,EN,NCD
FOODBORNE_YLL_CASE_GE5,"Foodborne years of life lost per case, aged 5 years and above",EN,FOODBORNE
IHRSPAR2_C04,Laboratory,EN,IHRSPAR2
M_Est_smk_daily_std,Estimate of daily tobacco smoking prevalence (%) (age-standardized rate),EN,M
R_Total_tax,Taxes as a % of price: total tax,EN,R
HWF_0025,Medical doctors (%),EN,HWF
PHE_HHAIR_PROP_POP_CLEAN_FUELS,Proportion of population with primary reliance on clean fuels and technologies for cooking (%),EN,PHE
NCD_CCS_LIS_HYDRO_COMBO,General availability of Fixed dose combination avail (lisinopril + hydrochlorothiazide) in the public health sector,EN,NCD
FOODBORNE_YLL_100K_LT5,"Foodborne years of life lost per 100 000, aged less than 5 years",EN,FOODBORNE
M4_youth_recent,Most recent school-based survey among adolescents was recent (in the past 5 years),EN,M4
M3_adult_periodic,Survey previous to the most recent survey among adults was within the 5 years prior,EN,M3
GASPTIESC,Number of isolates tested for extended-spectrum cephalosporins,EN,GASPTIESC
TB_cc_prct_Q2,Percentage of TB-affected households facing costs >20% of household income or expenditure due to TB among Q2 income or expenditure quantile.,EN,TB
NCD_CCS_SALT_SVY,"Has conducted a recent, national adult risk factor survey covering salt/sodium intake",EN,NCD
HEPATITIS_HCV_DIAGNOSED_NUM,Chronic hepatitis C (HCV) infected persons diagnosed (number),EN,HEPATITIS
WCO_HWCO_PER100,"Percentage of HWCOs/WRs, by sex",EN,WCO
WCO_KEYFUNCTIONS,Key functions,EN,WCO
NLIS_NU_CA_003,NLIS: Early initiation of breastfeeding within 1 hour of birth (%),EN,NLIS
GHE_YLL_NUMERIC,Years of life lost from mortality (YLLs),EN,GHE
FOODBORNE_ILL,Foodborne illnesses,EN,FOODBORNE
NLIS_NU_CA_115,NLIS: Continued breastfeeding at 2 years in infants 20-23 months (%),EN,NLIS
TOBACCO_MPOWER_OVERVIEW,"Tobacco MPOWER overview: Monitor, Protect people, Offer help, Warn of dangers, Enforce bans, Raise taxes",EN,TOBACCO
sevwast5,see NUTSEVWASTINGPREV,EN,sevwast5
CHILDDEATH5TO14,Number of deaths among children 5 to 14 years of age,EN,CHILDDEATH5TO14
MALARIA_IPTP3_COVERAGE,Pregnant women attending antenatal care  at least once and receiving at least 3 doses of Intermittent Preventive Treatment of Malaria for Pregnant Women (IPTp3) (%),EN,MALARIA
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),EN,MALARIA
IHRSPAR2_C11,Points of entry (PoEs) and border health,EN,IHRSPAR2
NCD_CCS_PA_GUIDELINES,Existence of national guidelines for physical activity,EN,NCD
E6a_pt_of_sale,Ban on advertising at point of sale,EN,E6a
NCD_CCS_SatTransFat,Existence of national policies on saturated fatty acids / trans-fats,EN,NCD
PRISON_C8_NEEDLES,In-prison needles free of charge,EN,PRISON
NUT_CF_EFF,Egg and/or Flesh Food Consumption 6-23 months,EN,NUT
TOBACCO_MPOWER_O2_MEDICATIONAVAILABILITY,Tobacco Offer help: O2 Availability of tobacco cessation medications,EN,TOBACCO
vmsl,Measles immunization coverage among one-year-olds (%),EN,vmsl
NCD_CCS_BP_TARGET,Existence of a national target on blood pressure / hypertension,EN,NCD
O_mCessation,Provision of a mobile cessation service,EN,O
HIV_0000000029,"HIV tests performed where results were received by a person (testing volume), reporting period",EN,HIV
HEPATITIS_HCV_TREATMENT_CUM_NUM,"Persons on chronic hepatitis C (HCV) treatment, cumulative (number)",EN,HEPATITIS
TB_notif_num_newrel_clindx,Number of people diagnosed with new episode of pulmonary TB who are clinically diagnosed.,EN,TB
ORALHEALTH_EDENTULISM_PREVALENCE,Prevalence of edentulism in people 20+ years (%),EN,ORALHEALTH
HIV_STATUSKNOWNART,Percentage of people living with HIV who know their status receiving antiretroviral therapy,EN,HIV
NCD_CCS_OvwtPlan,Existence of operational policy/strategy/action plan to reduce overweight/obesity,EN,NCD
R_Imp_duty,Taxes as a % of price: import duties,EN,R
R_tax_other,Taxes as a % of price: other taxes,EN,R
GLASSAMC_AWARE,Pattern of antibiotic consumption at national level (relative use by AWaRe classification),EN,GLASSAMC
NTD_BU_CONF,Number of confirmed cases of Buruli ulcer reported,EN,NTD
HEPATITIS_HCV_TREATMENT_CUM_PERINFECTED_CRD_PER100,"Chronic hepatitis C (HCV) cumulative treatment rate as percentage of total infected, including cured  (%)",EN,HEPATITIS
NCD_CCS_alteplase,General availability of alteplase for acute stroke management in the public health system,EN,NCD
Yth_curr_e-cig,Prevalence of current e-cigarette use among adolescents (%),EN,Yth
Adult_nonsmoked_svy_yr,Year of latest adult prevalence survey (nonsmoked),EN,Adult
FINPROTECTION_IMP_NP_215_LEVEL_MILLION,"Total population pushed below the $2.15 a day poverty line by household health expenditures (millions, regional, global)",EN,FINPROTECTION
R_admin_duty_free_banned,Tobacco tax administration: Sales of duty (or excise) free cigarettes banned,EN,R
P_compl_all_sfe,Overall compliance with regulations on smoke-free environments (score),EN,P
MSM_SYPHILISPREV_PERCENT,Men who have sex with men: Syphilis prevalence (percent),EN,MSM
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),EN,ORALHEALTH
R_min_price_policy,Tobacco tax structure: A minimum price policy is implemented,EN,R
HAZARD_YLL_TOTAL,"Years of life lost caused by hazards, all ages",EN,HAZARD
PRISON_D4_SUD_DIAG_TOT,In-prison active drug use diagnosis (number of diagnoses),EN,PRISON
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,EN,PATIENTSAFETY
WHO_LOCATIONFACILITIES_GROUPED_PER100,Locations and facilities by groups (%),EN,WHO
ORALHEALTH_SEVEREPERIODONTALDISEASE,Prevalence of severe periodontal disease in people 15+ year (%),EN,ORALHEALTH
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",EN,NCD
SCSUD_REHAB,"Substance use disorders service coverage, rehabilitation programmes",EN,SCSUD
ASSISTIVETECH_Q03,Availability of public funding for assistive technology,EN,ASSISTIVETECH
SA_0000001834,Percent of all DALYs attributable to alcohol,EN,SA
NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",EN,NCD
IHRSPAR2_C08,Health services provision,EN,IHRSPAR2
SCSUD_MEDACCESSPROGRESS,"Substance use disorders service coverage, access to medicine progress",EN,SCSUD
SA_0000001840,"Alcohol, heavy continuous drinkers, drinkers only, past year (%)",EN,SA
SCSUD_PHARMPROGRESS,"Substance use disorders service coverage, pharmacological treatment services progress",EN,SCSUD
FOODBORNE_DALY_100k_TOTAL,"Foodborne disability-adjusted life years per 100 000, all ages",EN,FOODBORNE
NUT_BF_EBF_NUMTH,Exclusive breastfeeding under six months (in thousands),EN,NUT
ORALHEALTH_DENOMINATOR_TTLPOP,Total population in thousands (oral health),EN,ORALHEALTH
STI_TRICHOMONIASIS_INCIDENCE_PER1000,Incident cases of trichomoniasis in individuals (per 1000),EN,STI
FINPROTECTION_IMP_NP_365_LEVEL_SH,"Total population pushed below the $3.65 a day poverty line by household health expenditures (%, regional, global)",EN,FINPROTECTION
HEPATITIS_HCV_TESTING_PWID_PERCENT,"People living with HIV who inject drugs, diagnosed with chronic hepatitis C infection (percent)",EN,HEPATITIS
NUT_BF_EBF,Exclusive breastfeeding under six months,EN,NUT
TAXBEV_SUGARBASEDTIERED,"If tiered on the beverage, the tiers are sugar-content-based",EN,TAXBEV
Adult_svy_yr,Year of most recent survey of adults,EN,Adult
M6_youth_periodic,Survey previous to the most recent school-based survey among adolescents was within the 5 years prior,EN,M6
PRISON_F1_EXERCISE_TOT,In-prison people who regularly exercise for a minimum of 150 minutes/week (number of prisoners),EN,PRISON
PRISON_D4_STI_DIAG_TOT,In-prison STIs diagnosis (number of diagnoses),EN,PRISON
PRISON_D3_DEATHS_DRUG_MRATE,In-prison drug overdose mortality rate (per 100 000 incarcerated persons per year),EN,PRISON
AIR_74,Household air pollution attributable deaths in children under 15 years,EN,AIR
SCSUD_GOVPROGRESS,"Substance use disorders service coverage, governance progress",EN,SCSUD
IHRSPAR_CAPACITY04,Food Safety (SPAR),EN,IHRSPAR
NCD_CCS_PRICE_SUBS,Existence of price subsidies for healthy foods,EN,NCD
NTD_LEPR13,New leprosy child case detection rate (less than 15 years of age) per 1 000 000 child population,EN,NTD
PRISON_B13_ASSESSMENTS,In-prison regular assessments of essential medicines,EN,PRISON
GASPTIAZM,Number of isolates tested for azithromycin,EN,GASPTIAZM
TAXBEV_EXCISE_TYPE,Type of excise tax applied on beverage,EN,TAXBEV
SA_0000001835,"Alcohol-related road traffic deaths, per 100,000 population",EN,SA
Adult_daily_cig_smoking,Prevalence of daily cigarette smoking among adults (%),EN,Adult
GASPTICRO,Number of isolates tested for ceftriaxone,EN,GASPTICRO
ASSISTIVETECH_Q09,Existence of regulations/standards/guidelines/protocols on assistive technology,EN,ASSISTIVETECH
FOODBORNE_YLD_100K_GE5,"Foodborne years lived with disability per 100 000, aged 5 years and above",EN,FOODBORNE
FOODBORNE_YLL_CASE_TOTAL,"Foodborne years of life lost per case, all ages",EN,FOODBORNE
TB_sb,Standards and benchmarks for TB and vital registration system surveillance,EN,TB
